Product Details,ASIN,Pack Size,Segment,URL,Image URL,Brand,Price  €,Parent Level Sales,ASIN Sales,ASIN Revenue,Title Char. Count,BSR,Seller Country/Region,Fees  €,Active Sellers,Ratings,Review Count,Images,Review velocity,Buy Box,Category,Size Tier,Fulfillment,Dimensions,Weight,ABA Most Clicked,Creation Date,Sponsored,Best Seller,Seller Age (mo),Seller,Display Order,Recent Purchases,Parent Level Revenue
"MEGAROOM Premium Fly Catcher, Pack of 8, Toxin-Free, Environmentally Friendly Fly Trap, Indoor and Outdoor, Against Fruit Flies, Mosquitoes and Moths, Fruit Fly Trap, Drawing Pin for Hanging",B0FMXW4ZCM,,Sticky,https://www.amazon.de/dp/B0FMXW4ZCM?psc=1,https://m.media-amazon.com/images/I/81dS61WLsmL._AC_SY355_.jpg,MEGAROOM,6.99,76,76,531.77,190,"9,734",CN,4.09,1,3.7,14,7,3,Yuyustore,Garden,Standard Envelope,FBA,15.90 x 2.20 x 10.90 cm,0.07,,"Dec 13, 2025",,No,3,Yuyustore,,,
"60 Stück Trauermücken Bekämpfen, nematoden gegen trauermücken für Fruchtfliegen, Doppelseitige Mückenfalle, Gegen Trauermücken für die Zimmerpflanzen, Fliegenfalle Blumentopf, Sicher, Geruchlos, Schwarz",B0DS49RZLS,,Sticky,https://www.amazon.de/dp/B0DS49RZLS?psc=1,https://m.media-amazon.com/images/I/71yTf2p9FjL._SX342_.jpg,LWMTT,5.99,"1,153",85,509.22,202,"1,224",RO,2.6,1,4.6,555,7,33,ANCAJEWELRYGOLD,Garten,Standard Envelope,FBA,14.90 x 2.40 x 14.00 cm,0.2,,"Mar 7, 2025",,No,12,ANCAJEWELRYGOLD,,,
"Pack of 77 Yellow Stickers Fungus Gnats Safe Fly Trap Insecticide-Free Yellow Plates for Control Small Flies, Waterproof, Non-Toxic, Adhesive Trap, Potting Soil",B0FNK9TZ8C,,Sticky,https://www.amazon.de/dp/B0FNK9TZ8C?psc=1,https://m.media-amazon.com/images/I/71MppH-hk3L._AC_SY355_.jpg,DTXDTech,7.99,579,60,447.87,160,"2,703",,2.64,1,4.7,77,6,19,qiaopuchuangxin,Garden,Standard Envelope,FBA,20.00 x 2.50 x 15.60 cm,0.26,,"Aug 23, 2025",,No,7,qiaopuchuangxin,85.2.,,"3,423.10"
"Fighting fungus gnats, yellow plates, yellow stickers, fungus gnats, 30 pieces, highly effective fly trap, safe odourless adhesive trap, fruit fly trap for indoor and outdoor use, plants",B0G34FY76R,,Sticky,https://www.amazon.de/dp/B0G34FY76R?psc=1,https://m.media-amazon.com/images/I/71pFPGldw7L._AC_SY355_.jpg,Acual,4.09,257,93,414.69,186,"9,689",CN,2.42,1,4.7,13,7,3,ZUNSO,Garden,Standard Envelope,FBA,14.00 x 1.20 x 13.30 cm,0.09,,"Jan 8, 2026",,No,2,ZUNSO,128,,"1,760.33"
"Pack of 40 Yellow Plates Fruit Tree Traps, 20 x 15 cm, Large Format and Double-Sided, Against Cherry Fruit Fly, Apple Moth, Plum Made, Includes Binding Wire for Garden, Outdoor, Also Against Whiteflies and Thrips",B0F6352H3M,,Sticky,https://www.amazon.de/dp/B0F6352H3M?psc=1,https://m.media-amazon.com/images/I/61G0E1UE1iL._AC_SY355_.jpg,KLETTEREI,9.69,272,40,390.63,212,"5,148",,3.71,1,4.1,52,9,0,KLETTEREI,Garden,Standard Envelope,FBA,20.10 x 1.60 x 15.30 cm,0.38,,"Jun 12, 2025",,No,9,KLETTEREI,40.1.,,"2,366.35"
"Pack of 20 Fly Baits for Windows, Window Fly Trap, Stickers, Window Fly Trap for Catching Insects",B07PR2JK32,,Sticky,https://www.amazon.de/dp/B07PR2JK32?psc=1,https://m.media-amazon.com/images/I/71j1tp2TOyS._AC_SY355_.jpg,Plai,8.99,60,42,376.29,97,"13,367",,2.64,1,3.8,"5,815",7,11,UFelice,Garden,Standard Envelope,FBA,14.60 x 1.20 x 11.70 cm,0.06,,"Jun 18, 2019",,No,81,UFelice,92.1.,,536.58
"GeeRic Pack of 40 fly traps, yellow boards and blue boards, sticky insect traps, against fungus gnats, aphids, nematodes, white flies and miner flies, premium sticker fly trap",B0D93KPCZX,,Sticky,https://www.amazon.de/dp/B0D93KPCZX?psc=1,https://m.media-amazon.com/images/I/71Oix7D+FpL._AC_SY355_.jpg,GeeRic,5.48,273,66,362.87,175,"6,785",,2.94,1,4.4,"3,222",7,33,GeeRicDirect,Garden,Standard Envelope,FBA,18.50 x 2.30 x 13.30 cm,0.13,,"Aug 28, 2024",,No,19,GeeRicDirect,80.2.,,"1,493.55"
"Flintronic Fly Catcher, Pack of 24 Fly Catcher Rolls, Premium Non-Toxic Fly Killer Against Fruit Flies, Flies, Moths and Moths, Fly Trap Adhesive Strips for Indoor and Outdoor Use",B0CB87DDGJ,,Sticky,https://www.amazon.de/dp/B0CB87DDGJ?psc=1,https://m.media-amazon.com/images/I/81fNqdC7z1L._AC_SY355_.jpg,flintronic,5.99,423,57,343.33,179,"1,742",,3.59,1,3.9,"1,017",9,13,flintronic®-eu,Garden,Standard Envelope,FBA,25.80 x 2.40 x 10.60 cm,0.21,,"Aug 11, 2023",,No,31,flintronic®-eu,61.3.,,"2,282.63"
Trappify Fly Trap for Indoor and Outdoor Use (Pack of 2) - 90 Days Fruit Fly Trap for Standing & Hanging - Fly Catcher Mosquito Trap with Adhesive Strips - Repellent Against Mosquitoes,B08DMY3WWX,,Sticky,https://www.amazon.de/dp/B08DMY3WWX?psc=1,https://m.media-amazon.com/images/I/61FcaGkG-QL._AC_SX355_.jpg,Trappify,14.99,51,20,303.99,184,"19,768",,5.92,1,4,"5,408",10,23,Trappify,Garden,Extra Large Envelope,FBA,27.31 x 5.41 x 10.49 cm,0.14,,"Feb 20, 2021",,No,61,Trappify,118.1.,,"1,072.29"
"PIC Window Fly Trap Indoor Pack of 16 - Fly Catcher Adhesive Strips, Fly Trap Adhesive Trap - Toxin-Free, Odourless Fly Traps for Catching Flies and Fruit Flies, Fly Trap",B088KQ632J,,Sticky,https://www.amazon.de/dp/B088KQ632J?psc=1,https://m.media-amazon.com/images/I/8158yTjN5tL._AC_SY355_.jpg,PIC,9.99,591,26,261.43,170,"1,999",,2.92,2,4,"4,033",7,8,UE-SHOP,Garden,Standard Envelope,FBA,24.30 x 1.60 x 7.80 cm,0.11,,"Jun 28, 2020",,No,69,UE-SHOP,60.1.,,"5,354.15"
"VEYOFLY Refill Flight Insect Trap, Adhesive Trap Insect Catcher, Indoor Fly Trap, Indoor Flea Traps, Safer Home, Indoor Mosquito & Fruit Fly Trap (Pack of 10)",B0BN628DCL,,Sticky,https://www.amazon.de/dp/B0BN628DCL?psc=1,https://m.media-amazon.com/images/I/71Rg3MPD+4L._SX342_.jpg,VEYOFLY,19.97,71,13,251.95,158,"19,962",,5.39,1,4,"3,070",7,47,VEYOFLY DE,Garden,Standard Envelope,FBA,15.30 x 1.40 x 7.10 cm,0.05,,"Nov 29, 2024",,No,16,VEYOFLY DE,58.3.,,"2,212.65"
"GeeRic Pack of 40 fly traps, blue boards, sticky insect traps, against fungus gnats, aphids, nematodes, white flies and miner flies, premium sticker fly trap (blue)",B09ZXGQZJZ,,Sticky,https://www.amazon.de/dp/B09ZXGQZJZ?psc=1,https://m.media-amazon.com/images/I/71J5v3C1vXL._AC_SY355_.jpg,GeeRic,5.48,273,42,228.87,164,"6,785",,3.93,1,4.4,"3,222",7,29,GeeRicDirect,Garden,Large Envelope,FBA,19.60 x 3.20 x 12.90 cm,0.13,,"Jun 16, 2022",,No,45,GeeRicDirect,80.1.,,"1,493.55"
Trappify Fly Trap for Indoor and Outdoor Use (Pack of 8) - 90 Days Fruit Fly Trap for Standing & Hanging - Fly Catcher Mosquito Trap with Adhesive Strips - Repellent Against Mosquitoes,B087CH7JK8,,Sticky,https://www.amazon.de/dp/B087CH7JK8?psc=1,https://m.media-amazon.com/images/I/61nocUJpXsL._AC_SX355_.jpg,Trappify,37.99,51,6,225.39,184,"19,768",,10.24,1,4,"5,408",10,29,Trappify,Garden,Standard Parcel,FBA,40.70 x 5.40 x 27.20 cm,0.45,,"Feb 13, 2023",,No,37,Trappify,118.2.,,"1,072.29"
"AiQInu Pack of 60 yellow stickers, fungus gnats, fly trap, fruit fly trap, ideal yellow plate for potted plants against mosquitoes, aphids, leaf flies, balcony, garden, indoor",B0F66WP1DY,,Sticky,https://www.amazon.de/dp/B0F66WP1DY?psc=1,https://m.media-amazon.com/images/I/71sh6s32nUL._AC_SY355_.jpg,AiQInu,6.29,176,33,209.78,175,"8,006",,3.06,1,4.4,245,8,222,Amazon,Garden,Standard Envelope,AMZ,19.60 x 1.80 x 13.10 cm,0.18,,"Jun 26, 2025",,No,9,Amazon,100.1.,,929.43
"Flintronic Fly Catcher, Pack of 18 Fly Catcher Rolls, Premium Non-Toxic Fly Killer Against Fruit Flies, Flies and Moths, Fly Trap Adhesive Strips for Outdoor and Indoor Use",B0CZ713W22,,Sticky,https://www.amazon.de/dp/B0CZ713W22?psc=1,https://m.media-amazon.com/images/I/81qPOUvN98L._AC_SY355_.jpg,flintronic,5.99,423,35,208.55,172,"1,742",,2.58,1,3.9,"1,017",9,13,flintronic®-eu,Garden,Standard Envelope,FBA,19.10 x 2.40 x 10.60 cm,0.13,,"Apr 30, 2024",,No,23,flintronic®-eu,61.1.,,"2,282.63"
"GeeRic Pack of 40 fly traps, yellow boards, sticky insect traps, against fungus gnats, aphids, nematodes, white flies and miner flies, premium yellow sticker fly trap (yellow)",B09V71GHV8,,Sticky,https://www.amazon.de/dp/B09V71GHV8?psc=1,https://m.media-amazon.com/images/I/6129wQT3e8L._AC_SY355_.jpg,GeeRic,5.48,273,37,201.08,175,"6,785",,2.94,1,4.4,"3,222",7,29,GeeRicDirect,Garden,Standard Envelope,FBA,19.10 x 1.20 x 13.90 cm,0.12,,"Apr 13, 2022",,No,47,GeeRicDirect,80.3.,,"1,493.55"
"60 Yellow Plates + 30 Plant Signs Against Fungus Gnats - Yellow Adhesive Traps for Fruit Flies, Insects and Indoor Plants - Insect Traps with Adhesive Strips (Pack of 60)",B0F6382CFS,,Sticky,https://www.amazon.de/dp/B0F6382CFS?psc=1,https://m.media-amazon.com/images/I/81z+vRTsHZL._AC_SY355_.jpg,KLETTEREI,6.99,272,22,172.91,170,"5,148",,2.68,1,4.1,52,9,4,KLETTEREI,Garden,Standard Envelope,FBA,1.50 x 20.00 x 20.00 cm,0.2,,"Jun 12, 2025",,No,9,KLETTEREI,40.3.,,"2,366.35"
16 x Sunflower Window Fly Traps Fly Strips Fly Window Strips Anti Flies 9.5 x 9.5 cm Pack of 16,B07PMVR4CD,,Sticky,https://www.amazon.de/dp/B07PMVR4CD?psc=1,https://m.media-amazon.com/images/I/71hrfluDM2S._AC_SY355_.jpg,Plai,7.99,60,18,159.43,95,"13,369",CN,2.27,1,3.8,"5,815",8,12,UFelice,Garden,Small Envelope,FBA,13.90 x 0.70 x 10.50 cm,0.04,,"Apr 23, 2019",,No,83,UFelice,92,,536.58
"Flintronic Pack of 48 Fly Catchers, Fly Catcher Rolls, Premium Non-Toxic Fly Killer Against Fruit Flies, Flies, Moths and Moths, Fly Trap Adhesive Strips for Indoor and Outdoor Use",B0D8B99RD3,,Sticky,https://www.amazon.de/dp/B0D8B99RD3?psc=1,https://m.media-amazon.com/images/I/81ImdHgtZnL._AC_SY355_.jpg,flintronic,10.99,423,13,146.27,180,"1,742",,3.53,1,3.9,"1,017",7,13,flintronic®-eu,Garden,Large Envelope,FBA,25.50 x 2.20 x 21.10 cm,0.47,,"Feb 25, 2025",,No,13,flintronic®-eu,61.2.,,"2,282.63"
"Fly Catcher Adhesive Pack of 10 - Ultra Adhesive Traps for Insects in Kitchen, Home and Garden (11 x 7.5 cm) (B-10 Pieces)",B0DZT4V3LQ,,Sticky,https://www.amazon.de/dp/B0DZT4V3LQ?psc=1,https://m.media-amazon.com/images/I/71FgnKXBxfL._AC_SY355_.jpg,Kwoxet,5,42,28,141.78,122,"26,652",,3.8,1,3.2,201,9,183,daoyuxinqing store,Garden,Standard Envelope,FBA,12.10 x 1.60 x 7.80 cm,0.07,,"Jun 3, 2025",,No,9,daoyuxinqing store,101.1.,,319.03
"2-Pack Quiet Hybrid Spectrum Electric Insect Killer, Electric Fly Trap, Indoor Mosquito Trap, Indoor Fruit Fly Trap, Fly Catcher, Mosquito Lamp, Insect Lamp with 4 Replacement Bulbs",B0BVKH8QJY,,Electric,https://www.amazon.de/dp/B0BVKH8QJY?psc=1,https://m.media-amazon.com/images/I/71DTaBll7pL._AC_SY355_.jpg,GeckoMan,89.99,192,51,"4,620.52",181,"4,310",,18.72,1,4.3,"2,603",6,,Dan - DE,Garden,Standard Parcel,FBA,40.41 x 15.70 x 31.70 cm,3.52,,"May 16, 2023",,No,34,Dan - DE,119.1.,,"11,675.62"
"4000 V Electric Fly Swatter with Charging Station, 2-in-1 USB with Battery Rechargeable Electric Mosquito Swatter with UV Light Trap, Mosquito Black (White, Pack of 2)",B0F3Y54M5W,,Electric,https://www.amazon.de/dp/B0F3Y54M5W?psc=1,https://m.media-amazon.com/images/I/71P78PvNTHL._AC_SY355_.jpg,Bavmosek,29.99,378,127,"3,811.04",167,"2,958",,9.52,1,4.4,281,10,2,Keenleader  Shop,Garden,Standard Parcel,FBA,44.10 x 6.30 x 23.80 cm,0.9,,"Jul 14, 2025",,No,8,Keenleader  Shop,126.1.,50,"9,329.08"
ARDAP Repell Ant Spray 400 ml - Ant Spray for Outside and Against Ants in the House - Agent Against Ants - Ant Spray for Acute Ant Infestation - Works Quickly and Effectively (PT19),B0DG5ZZQVQ,,Lure,https://www.amazon.de/dp/B0DG5ZZQVQ?psc=1,https://m.media-amazon.com/images/I/61RftAoHHuL._AC_SY355_.jpg,ARDAP,12.74,"1,948",170,"2,518.48",181,56,,4.3,15,4,"3,004",5,,,Garden,Extra Large Envelope,MFN,24.90 x 5.30 x 5.30 cm,0.34,,"Sep 5, 2024",,No,18,,39.3.,300,"31,383.43"
"PIC Indoor Fly Trap - 12 x Fly Catchers for Windows, Effective Fly Traps with Butterfly Design",B0DC772PM4,,Sticky,https://www.amazon.de/dp/B0DC772PM4?psc=1,https://m.media-amazon.com/images/I/813zpF7N9VL._AC_SY355_.jpg,PIC,9.95,591,125,"1,144.45",94,"1,999",,2.72,1,4,"4,033",7,8,UE-SHOP,Garden,Small Envelope,FBA,16.40 x 0.40 x 11.90 cm,0.05,,"Aug 15, 2024",,No,19,UE-SHOP,60.2.,50,"5,354.15"
"ARDAP Fly Trap Outdoor Refill - Organic Fly Traps - Natural Fly Traps - Anti Fly Attractant - Fly Bait for Garden, Camping, etc. with Long-Term Effect Against Flies (PT19)",B0BYDJ2T41,,Lure,https://www.amazon.de/dp/B0BYDJ2T41?psc=1,https://m.media-amazon.com/images/I/61EA5FQZq3L._AC_SY355_.jpg,ARDAP,14.99,710,75,"1,118.73",171,646,,5.03,7,3.9,"6,321",7,32,Amazon,Garden,Large Envelope,AMZ,13.10 x 2.90 x 8.90 cm,0.08,,"Mar 17, 2023",,No,36,Amazon,108.3.,50,"15,179.96"
"ARDAP Wasp Trap for Outdoor Refill - Organic Wasp Repellent - Wasp Trap for Hanging - Anti Wasp Attractant with Long-Lasting Effect - Agent Against Wasps, Wasp Repellent Outdoor (PT19)",B0BYDL63SZ,,Lure,https://www.amazon.de/dp/B0BYDL63SZ?psc=1,https://m.media-amazon.com/images/I/61eBN5pjLlL._AC_SY355_.jpg,ARDAP,14.99,710,43,646.86,184,647,,5.67,6,3.9,"6,321",5,34,Amazon,Garden,Extra Large Envelope,AMZ,15.40 x 4.70 x 9.30 cm,0.32,,"Mar 14, 2023",,No,36,Amazon,108.5.,,"15,179.96"
"24 x Fly Traps, Premium Fly Catcher, Fruit Fly Trap, Environmentally Friendly, Non-Toxic (24)",B084TM4LGG,,Sticky,https://www.amazon.de/dp/B084TM4LGG?psc=1,https://m.media-amazon.com/images/I/81yXyE-zIcL._AC_SY355_.jpg,inseko,10.49,390,36,378.34,93,"1,812",,,1,4.2,"1,466",6,1,Home-Flair®,Garden,,MFN,,,,"Apr 21, 2020",,No,71,Home-Flair®,30.1.,,"3,514.23"
"Fruit Fly Attractant, 3 x 30 ml Refill Solution for Fruit Fly Trap, Effective Attractant for Kitchen, Fight Fruit Flies, Long-Lasting Effect, Refill for Reusable Trap",B0FY6ZCVJF,,Lure,https://www.amazon.de/dp/B0FY6ZCVJF?psc=1,https://m.media-amazon.com/images/I/71aFCD7XILL._SX342_.jpg,Novokill,14.99,242,25,369.26,166,"5,277",,5.89,1,4,"2,362",6,23,kæferling,Garden,Large Envelope,FBA,15.70 x 2.90 x 12.10 cm,0.12,,"Dec 8, 2025",,No,3,kæferling,41.1.,,"4,083.16"
"ARDAP Wasp Trap for Outdoor Use - Organic Wasp Repellent - Wasp Trap for Hanging - Anti Wasp Attractant with Long-Lasting Effect - Agent Against Wasps, Wasp Repellent Outdoor - Wasp Protection (PT19)",B0BYDJ6BNM,,Lure,https://www.amazon.de/dp/B0BYDJ6BNM?psc=1,https://m.media-amazon.com/images/I/61g4YSV+75L._AC_SY355_.jpg,ARDAP,15.99,710,23,366.2,199,647,,6.95,6,3.9,"6,321",5,44,Amazon,Garden,Small Parcel,AMZ,17.30 x 9.80 x 10.00 cm,0.2,,"Mar 14, 2023",,No,36,Amazon,108.4.,,"15,179.96"
The sustainable fruit fly live trap - suitable for baptisms fruit flies vinegar flies - reusable - dishwasher safe - 100% plastic-free - without chemicals (pack of 1),B08KTRD85G,,Lure,https://www.amazon.de/dp/B08KTRD85G?psc=1,https://m.media-amazon.com/images/I/61uCpx0K7uL._AC_SX355_.jpg,frubby,14.69,25,21,314.34,166,"41,225",DE,4.43,11,4.4,962,9,6,dailyshopping24,Garden,Small Parcel,MFN,16.50 x 9.20 x 15.50 cm,0.2,,"Oct 14, 2020",,No,65,dailyshopping24,47,,488.64
"Fly Trap, Premium Fly Catcher, Fruit Fly Trap, Environmentally Friendly, Non-Toxic (48)",B084TLZNKK,,Sticky,https://www.amazon.de/dp/B084TLZNKK?psc=1,https://m.media-amazon.com/images/I/81LBgoQFUBL._AC_SY355_.jpg,inseko,23.99,390,13,304.82,87,"1,812",,,1,4.2,"1,466",6,1,Home-Flair®,Garden,,MFN,,,,"May 24, 2020",,No,70,Home-Flair®,30.3.,,"3,514.23"
"32 x Fly Traps, Premium Fly Catcher, Fruit Fly Trap, Environmentally Friendly, Non-Toxic (32)",B084TLLD5H,,Sticky,https://www.amazon.de/dp/B084TLLD5H?psc=1,https://m.media-amazon.com/images/I/81lLvXVC0fL._AC_SY355_.jpg,inseko,12.99,390,20,264.77,93,"1,812",,,1,4.2,"1,466",6,1,Home-Flair®,Garden,,MFN,,,,"Mar 22, 2020",,No,72,Home-Flair®,30.2.,,"3,514.23"
"VEYOFLY Refill Packs for Flying Insect Catcher, Insect Trap, Fly Trap for Indoor Use, Safe Home, Fruit Fly Traps, Mosquito Killer, Mosquito Killer (Pack of 10)",B0BHKH97P2,,Electric,https://www.amazon.de/dp/B0BHKH97P2?psc=1,https://m.media-amazon.com/images/I/61ArE+v9x-L._AC_SX355_.jpg,VEYOFLY,19.97,90,12,238.08,159,"27,596",,5.54,1,3.4,"12,246",7,117,VEYOFLY DE,Garden,Standard Envelope,FBA,15.49 x 2.21 x 9.40 cm,0.09,,"Mar 15, 2025",,No,12,VEYOFLY DE,113.2.,,"2,163.17"
Fruit Fly Trap Set - 5 x Attractant 30 ml + 10 x Traps - Effective Fruit Fly Trap for Kitchen & Catering - Fight Fruit Flies - Trap with Long-Lasting Effect - Reusable,B0F48D46RF,,Lure,https://www.amazon.de/dp/B0F48D46RF?psc=1,https://m.media-amazon.com/images/I/81Qno5vGYHL._SX342_.jpg,Novokill,59.99,242,3,207.53,167,"5,277",,,2,4,"2,362",9,27,kæferling,Garden,Small Parcel,FBA,7.00 x 24.00 x 18.00 cm,0.4,,"Apr 9, 2025",,No,11,kæferling,41.3.,,"4,083.16"
"Fruit Fly Trap, Beige, Reusable, Set of 2, Fruit Fly Trap for Kitchen, Permanently Get Rid of Fruit Flies, Fruit Fly Trap, Live Trap, Fly Trap Against Fruit Flies",B0FFBFWX4Y,,Fruit-Bait,https://www.amazon.de/dp/B0FFBFWX4Y?psc=1,https://m.media-amazon.com/images/I/71VWvKUVIjL._AC_SY355_.jpg,Havenhaus,14.99,42,13,200.48,162,"9,230",,5.65,2,4,176,8,4,Nordicshop Onlinehandel GmbH,Garden,Small Parcel,MFN,14.40 x 7.40 x 10.80 cm,0.34,,"Jun 24, 2025",,No,9,Nordicshop Onlinehandel GmbH,50.1.,,562.99
The sustainable fruit fly live trap - suitable for baptismal flies fruit flies vinegar flies - reusable - dishwasher safe - 100% plastic-free - no chemicals (pack of 3),B09DXCZ1JQ,,Fruit-Bait,https://www.amazon.de/dp/B09DXCZ1JQ?psc=1,"https://m.media-amazon.com/images/I/61uCpx0K7uL._AC_SX355_PIbundle-3,TopRight,0,0_SH20_.jpg",frubby,44.39,25,4,173.88,168,"41,215",,273.55,2,4.4,962,9,4,Kaleido.Shop GmbH,Garden,Special Oversize,MFN,9.00 x 7.20 x 7.20 cm,606.01,,"Aug 30, 2021",,No,55,Kaleido.Shop GmbH,47.1.,,488.64
"VEYOFLY Fly Trap, Socket Insect Trap for Indoors, Safer Home, Insect Light for Plug-in, Mosquitoes, Fruit Fly Gnate Protection, Flea Protection, Odourless (4 Devices + 12 Refills)",B0BZTFNK8R,,Electric,https://www.amazon.de/dp/B0BZTFNK8R?psc=1,https://m.media-amazon.com/images/I/71dK5fXjH7L._SX342_.jpg,VEYOFLY,104.86,71,1,168.41,179,"19,962",,19.66,4,4,"3,070",8,46,ABDUL RAHIM YILDIZ,Garden,Standard Parcel,MFN,22.81 x 15.49 x 18.11 cm,1.03,,"Feb 3, 2024",,No,25,ABDUL RAHIM YILDIZ,58.2.,,"2,212.65"
"Fruit Fly Trap, Reusable Glass, Set of 2, Fruit Fly Trap for Kitchen, Permanently Get Rid of Fruit Flies, Fruit Fly Trap, Live Trap, Fly Trap Against Fruit Flies",B0FFBNGTF6,,Fruit-Bait,https://www.amazon.de/dp/B0FFBNGTF6?psc=1,https://m.media-amazon.com/images/I/71OrA68vTvL._AC_SY355_.jpg,Havenhaus,14.99,42,11,167.02,161,"9,228",DE,5.65,2,4,176,8,4,Nordicshop Onlinehandel GmbH,Garden,Small Parcel,MFN,10.50 x 14.20 x 7.40 cm,0.3,,"Jun 25, 2025",,No,9,Nordicshop Onlinehandel GmbH,50,,562.99
"VEYOFLY Refills for Flight Insect Trap, Insect Catcher, Indoor Fly Trap, Safer Home, Fruit Fly Traps, Gnate Protection, Insect Killer, Mosquito Killer (Pack of 15)",B0BHN2YLRR,,Electric,https://www.amazon.de/dp/B0BHN2YLRR?psc=1,https://m.media-amazon.com/images/I/71VdPp6rY1L._AC_SY355_.jpg,VEYOFLY,24.97,90,6,156.21,163,"27,596",,6.79,1,3.4,"12,246",7,117,VEYOFLY DE,Garden,Large Envelope,FBA,15.40 x 3.20 x 9.70 cm,0.13,,"Nov 20, 2024",,No,16,VEYOFLY DE,113.3.,,"2,163.17"
